,rescode,edulow,eduvoc,eduhigh
117,14506,0.0,0.0,1.0
118,14508,0.0,0.0,1.0
119,14510,1.0,0.0,0.0
120,15101,0.0,0.0,1.0
121,15102,0.0,0.0,1.0
122,15103,0.0,0.0,1.0
123,15104,0.0,0.0,1.0
124,15105,0.0,0.0,1.0
125,15201,0.0,0.0,1.0
126,15206,0.0,0.0,1.0
127,15207,0.0,0.0,1.0
128,15208,0.0,1.0,0.0
129,15301,0.0,0.0,1.0
130,15302,0.0,1.0,0.0
131,15303,0.0,0.0,1.0
132,15304,0.0,1.0,0.0
133,15401,0.0,0.0,1.0
134,15403,0.0,1.0,0.0
135,15404,0.0,0.0,1.0
136,15405,0.0,1.0,0.0
137,15406,0.0,0.0,1.0
138,15505,1.0,0.0,0.0
139,15506,0.0,1.0,0.0
140,15507,0.0,1.0,0.0
141,15508,0.0,0.0,1.0
142,16102,0.0,0.0,1.0
143,16103,0.0,1.0,0.0
144,16104,0.0,0.0,1.0
145,16201,1.0,0.0,0.0
146,16202,1.0,0.0,0.0
147,16203,1.0,0.0,0.0
148,16205,0.0,1.0,0.0
149,16301,0.0,0.0,1.0
150,16303,0.0,1.0,0.0
151,16304,0.0,1.0,0.0
152,16305,0.0,0.0,1.0
153,16401,0.0,0.0,1.0
154,16406,0.0,0.0,1.0
155,16407,0.0,1.0,0.0
156,16408,0.0,1.0,0.0
157,16409,0.0,0.0,1.0
158,16501,0.0,0.0,1.0
159,16502,0.0,1.0,0.0
160,16504,0.0,1.0,0.0
161,16505,0.0,0.0,1.0
162,16506,0.0,0.0,1.0
163,16602,0.0,1.0,0.0
164,16603,0.0,0.0,1.0
165,17101,0.0,0.0,1.0
166,17102,0.0,0.0,1.0
167,17103,0.0,0.0,1.0
168,17104,0.0,0.0,1.0
169,17105,0.0,0.0,1.0
170,17106,0.0,0.0,1.0
171,17107,0.0,0.0,1.0
172,17108,0.0,0.0,1.0
173,17109,0.0,0.0,1.0
174,17110,1.0,0.0,0.0
175,17111,0.0,0.0,1.0
176,17112,0.0,1.0,0.0
177,17201,0.0,1.0,0.0
178,17202,0.0,0.0,1.0
179,17203,0.0,0.0,1.0
180,17204,0.0,0.0,1.0
181,17205,0.0,0.0,1.0
182,17206,0.0,1.0,0.0
183,17207,0.0,0.0,1.0
184,17208,0.0,1.0,0.0
185,17209,0.0,0.0,1.0
186,17210,0.0,0.0,1.0
187,17212,0.0,0.0,1.0
188,17301,0.0,0.0,1.0
189,17302,0.0,0.0,1.0
190,17303,0.0,0.0,1.0
191,17304,1.0,0.0,0.0
192,17305,0.0,0.0,1.0
193,17306,1.0,0.0,0.0
194,21101,0.0,0.0,1.0
195,21111,0.0,0.0,1.0
196,21112,1.0,0.0,0.0
197,21113,0.0,0.0,1.0
198,21114,0.0,0.0,1.0
199,21115,1.0,0.0,0.0
200,21116,0.0,0.0,1.0
201,21117,1.0,0.0,0.0
202,21118,0.0,0.0,1.0
203,21119,0.0,0.0,1.0
204,21201,0.0,0.0,1.0
205,21202,0.0,0.0,1.0
206,21205,0.0,0.0,1.0
207,21206,1.0,0.0,0.0
208,21208,0.0,0.0,1.0
209,21209,0.0,0.0,1.0
210,21210,0.0,0.0,1.0
211,21211,0.0,0.0,1.0
212,21301,0.0,0.0,1.0
213,21302,0.0,0.0,1.0
214,21304,0.0,0.0,1.0
215,21305,0.0,0.0,1.0
216,21306,0.0,0.0,1.0
217,21308,1.0,0.0,0.0
218,21311,1.0,0.0,0.0
219,21312,0.0,0.0,1.0
220,21313,0.0,0.0,1.0
221,21314,0.0,0.0,1.0
222,22103,0.0,0.0,1.0
223,22106,0.0,0.0,1.0
224,22108,0.0,0.0,1.0
225,22110,0.0,0.0,1.0
226,22111,0.0,0.0,1.0
227,22112,0.0,0.0,1.0
228,22113,0.0,0.0,1.0
229,22114,0.0,0.0,1.0
230,22115,0.0,1.0,0.0
231,22116,0.0,0.0,1.0
232,22117,0.0,0.0,1.0
233,22118,0.0,1.0,0.0
234,22119,0.0,0.0,1.0
235,22120,0.0,0.0,1.0
236,22121,0.0,0.0,1.0
237,22201,0.0,0.0,1.0
238,22202,0.0,1.0,0.0
239,22203,0.0,0.0,1.0
240,22204,0.0,0.0,1.0
241,22206,0.0,0.0,1.0
242,22208,0.0,0.0,1.0
243,22210,0.0,0.0,1.0
244,22212,0.0,0.0,1.0
245,22213,0.0,0.0,1.0
246,22215,0.0,0.0,1.0
247,22216,0.0,0.0,1.0
248,22217,0.0,0.0,1.0
249,22218,0.0,0.0,1.0
250,22219,0.0,0.0,1.0
251,22220,0.0,0.0,1.0
252,23104,0.0,0.0,1.0
253,23105,0.0,0.0,1.0
254,23106,0.0,1.0,0.0
255,23107,1.0,0.0,0.0
256,23108,0.0,0.0,1.0
257,23109,0.0,1.0,0.0
258,23110,0.0,0.0,1.0
259,23113,0.0,0.0,1.0
260,23115,0.0,0.0,1.0
261,23116,0.0,0.0,1.0
262,23117,1.0,0.0,0.0
263,23118,1.0,0.0,0.0
264,23119,0.0,0.0,1.0
265,23120,0.0,0.0,1.0
266,23201,0.0,0.0,1.0
267,23202,0.0,0.0,1.0
268,23203,0.0,0.0,1.0
269,23204,1.0,0.0,0.0
270,23205,0.0,0.0,1.0
271,23206,0.0,0.0,1.0
272,23208,0.0,1.0,0.0
273,23213,0.0,0.0,1.0
274,23215,0.0,0.0,1.0
275,23216,1.0,0.0,0.0
276,23217,1.0,0.0,0.0
277,23218,1.0,0.0,0.0
278,23219,0.0,0.0,1.0
279,23220,0.0,0.0,1.0
280,24101,1.0,0.0,0.0
281,24102,0.0,0.0,1.0
282,24103,0.0,1.0,0.0
283,24104,0.0,1.0,0.0
284,24115,0.0,0.0,1.0
285,24117,0.0,0.0,1.0
286,24118,1.0,0.0,0.0
287,24119,1.0,0.0,0.0
288,24120,0.0,1.0,0.0
289,24124,0.0,0.0,1.0
290,24125,0.0,0.0,1.0
291,24130,0.0,0.0,1.0
292,24131,0.0,0.0,1.0
293,24132,0.0,0.0,1.0
294,24133,0.0,0.0,1.0
295,24134,0.0,1.0,0.0
296,24135,0.0,0.0,1.0
297,24136,0.0,0.0,1.0
298,24137,0.0,0.0,1.0
299,24138,0.0,0.0,1.0
300,24139,0.0,0.0,1.0
301,24140,0.0,0.0,1.0
302,24141,0.0,0.0,1.0
303,24142,0.0,0.0,1.0
304,24143,0.0,0.0,1.0
305,24144,0.0,0.0,1.0
306,24145,0.0,1.0,0.0
307,24147,1.0,0.0,0.0
308,24148,0.0,0.0,1.0
309,25102,0.0,0.0,1.0
310,25104,0.0,0.0,1.0
311,25107,0.0,0.0,1.0
312,25110,0.0,0.0,1.0
313,25111,0.0,0.0,1.0
314,25112,0.0,0.0,1.0
315,25113,0.0,1.0,0.0
316,25114,0.0,0.0,1.0
317,25116,0.0,0.0,1.0
318,25117,0.0,0.0,1.0
319,25118,0.0,0.0,1.0
320,25119,0.0,0.0,1.0
321,25120,0.0,0.0,1.0
322,25121,0.0,0.0,1.0
323,25122,0.0,0.0,1.0
324,25202,0.0,0.0,1.0
325,25203,0.0,1.0,0.0
326,25204,0.0,0.0,1.0
327,25205,0.0,0.0,1.0
328,25210,1.0,0.0,0.0
329,25212,0.0,0.0,1.0
330,25213,0.0,0.0,1.0
331,25214,0.0,0.0,1.0
332,25215,0.0,0.0,1.0
333,25216,0.0,1.0,0.0
334,25217,0.0,0.0,1.0
335,26102,0.0,1.0,0.0
336,26104,0.0,0.0,1.0
337,26105,0.0,0.0,1.0
338,26106,0.0,0.0,1.0
339,26107,0.0,0.0,1.0
340,26108,0.0,1.0,0.0
341,26110,0.0,0.0,1.0
342,26112,0.0,1.0,0.0
343,26113,0.0,0.0,1.0
344,26114,0.0,1.0,0.0
345,26116,0.0,0.0,1.0
346,26117,1.0,0.0,0.0
347,26118,0.0,0.0,1.0
348,26119,0.0,0.0,1.0
349,26120,0.0,0.0,1.0
350,26201,0.0,0.0,1.0
351,26203,0.0,0.0,1.0
352,26205,0.0,0.0,1.0
353,26206,0.0,0.0,1.0
354,26207,0.0,0.0,1.0
355,26210,0.0,0.0,1.0
356,26212,0.0,0.0,1.0
357,26213,0.0,1.0,0.0
358,26214,1.0,0.0,0.0
359,26215,0.0,0.0,1.0
360,26216,0.0,0.0,1.0
361,27101,0.0,0.0,1.0
362,27102,1.0,0.0,0.0
363,27104,0.0,1.0,0.0
364,27106,0.0,0.0,1.0
365,27115,0.0,0.0,1.0
366,27116,0.0,1.0,0.0
367,27117,0.0,0.0,1.0
368,27119,0.0,0.0,1.0
369,27120,0.0,0.0,1.0
370,27121,0.0,0.0,1.0
371,27126,0.0,0.0,1.0
372,27129,0.0,0.0,1.0
373,27130,0.0,0.0,1.0
374,27131,0.0,0.0,1.0
375,27132,0.0,1.0,0.0
376,27133,0.0,1.0,0.0
377,27134,0.0,0.0,1.0
378,27135,1.0,0.0,0.0
379,27136,0.0,0.0,1.0
380,27137,0.0,1.0,0.0
381,27138,0.0,0.0,1.0
382,27139,0.0,0.0,1.0
383,27140,0.0,0.0,1.0
384,27142,0.0,0.0,1.0
385,27143,0.0,0.0,1.0
386,27144,0.0,0.0,1.0
387,27145,0.0,0.0,1.0
388,27146,0.0,0.0,1.0
389,28101,1.0,0.0,0.0
390,28103,1.0,0.0,0.0
391,28104,0.0,0.0,1.0
392,28105,0.0,0.0,1.0
393,28106,0.0,0.0,1.0
394,28107,0.0,1.0,0.0
395,28108,0.0,0.0,1.0
396,28109,0.0,0.0,1.0
397,28111,1.0,0.0,0.0
398,28112,0.0,0.0,1.0
399,28113,1.0,0.0,0.0
400,28114,0.0,0.0,1.0
401,28115,0.0,1.0,0.0
402,28116,0.0,1.0,0.0
403,28117,1.0,0.0,0.0
404,28201,1.0,0.0,0.0
405,28202,0.0,1.0,0.0
406,28203,0.0,0.0,1.0
407,28204,0.0,0.0,1.0
408,28205,0.0,0.0,1.0
409,28207,0.0,0.0,1.0
410,28208,0.0,0.0,1.0
411,28209,0.0,0.0,1.0
412,28210,0.0,0.0,1.0
413,28212,0.0,0.0,1.0
414,28213,0.0,0.0,1.0
415,28214,1.0,0.0,0.0
416,28215,1.0,0.0,0.0
417,28216,1.0,0.0,0.0
418,28217,1.0,0.0,0.0
419,29102,0.0,1.0,0.0
420,29103,0.0,0.0,1.0
421,29107,0.0,0.0,1.0
422,29108,0.0,0.0,1.0
423,29111,0.0,0.0,1.0
424,29115,0.0,0.0,1.0
425,29116,0.0,0.0,1.0
426,29117,0.0,0.0,1.0
427,29118,0.0,0.0,1.0
428,29119,1.0,0.0,0.0
429,29120,0.0,0.0,1.0
430,29121,0.0,0.0,1.0
431,29122,0.0,0.0,1.0
432,29123,0.0,0.0,1.0
433,29124,0.0,0.0,1.0
434,29202,0.0,0.0,1.0
435,29203,0.0,0.0,1.0
436,29206,0.0,0.0,1.0
437,29211,0.0,0.0,1.0
438,29212,0.0,0.0,1.0
439,29216,1.0,0.0,0.0
440,29217,0.0,0.0,1.0
441,29218,1.0,0.0,0.0
442,29219,0.0,0.0,1.0
443,29220,1.0,0.0,0.0
444,29221,0.0,0.0,1.0
445,29222,0.0,0.0,1.0
446,29223,0.0,0.0,1.0
447,29225,0.0,1.0,0.0
448,29226,0.0,0.0,1.0
449,30103,1.0,0.0,0.0
450,30104,0.0,0.0,1.0
451,30105,0.0,0.0,1.0
452,30106,0.0,0.0,1.0
453,30107,0.0,0.0,1.0
454,30109,0.0,0.0,1.0
455,30110,1.0,0.0,0.0
456,30112,0.0,0.0,1.0
457,30113,0.0,0.0,1.0
458,30114,0.0,0.0,1.0
459,30116,0.0,0.0,1.0
460,30117,0.0,0.0,1.0
461,30119,0.0,0.0,1.0
462,30122,0.0,0.0,1.0
463,30124,1.0,0.0,0.0
464,30127,1.0,0.0,0.0
465,30131,0.0,0.0,1.0
466,30132,0.0,1.0,0.0
467,30133,1.0,0.0,0.0
468,30134,0.0,1.0,0.0
469,30135,0.0,0.0,1.0
470,30136,0.0,0.0,1.0
471,30137,1.0,0.0,0.0
472,30138,0.0,0.0,1.0
473,30139,1.0,0.0,0.0
474,30140,0.0,0.0,1.0
475,30141,1.0,0.0,0.0
476,30142,1.0,0.0,0.0
477,30143,1.0,0.0,0.0
478,31101,0.0,1.0,0.0
479,31102,0.0,0.0,1.0
480,31104,0.0,0.0,1.0
481,31105,1.0,0.0,0.0
482,31106,0.0,1.0,0.0
483,31108,0.0,1.0,0.0
484,31109,0.0,1.0,0.0
485,31110,0.0,0.0,1.0
486,31111,0.0,0.0,1.0
487,31112,0.0,0.0,1.0
488,31113,0.0,1.0,0.0
489,31116,0.0,0.0,1.0
490,31117,0.0,0.0,1.0
491,31118,0.0,1.0,0.0
492,31122,0.0,1.0,0.0
493,31123,0.0,0.0,1.0
494,31126,0.0,0.0,1.0
495,31127,0.0,0.0,1.0
496,31128,1.0,0.0,0.0
497,31129,0.0,0.0,1.0
498,31131,0.0,0.0,1.0
499,31132,0.0,0.0,1.0
500,31133,0.0,0.0,1.0
501,31134,0.0,0.0,1.0
502,31135,0.0,1.0,0.0
503,31137,0.0,1.0,0.0
504,31138,1.0,0.0,0.0
505,31139,0.0,0.0,1.0
506,31140,0.0,1.0,0.0
507,31141,1.0,0.0,0.0
508,32102,0.0,0.0,1.0
509,32103,0.0,0.0,1.0
510,32104,0.0,0.0,1.0
511,32106,0.0,0.0,1.0
512,32107,0.0,1.0,0.0
513,32108,0.0,0.0,1.0
514,32201,0.0,0.0,1.0
515,32204,0.0,0.0,1.0
516,32205,0.0,1.0,0.0
517,32206,0.0,0.0,1.0
518,32207,0.0,0.0,1.0
519,32208,1.0,0.0,0.0
520,32302,0.0,0.0,1.0
521,32304,0.0,0.0,1.0
522,32305,0.0,0.0,1.0
523,32306,0.0,0.0,1.0
524,32307,0.0,0.0,1.0
525,32308,0.0,0.0,1.0
526,32401,0.0,0.0,1.0
527,32403,0.0,0.0,1.0
528,32404,0.0,0.0,1.0
529,32405,1.0,0.0,0.0
530,32406,0.0,0.0,1.0
531,32407,0.0,1.0,0.0
532,32501,1.0,0.0,0.0
533,32506,0.0,1.0,0.0
534,32507,0.0,0.0,1.0
535,32508,0.0,1.0,0.0
536,32509,0.0,0.0,1.0
537,32510,0.0,0.0,1.0
538,32511,0.0,0.0,1.0
539,32512,0.0,0.0,1.0
540,33101,0.0,0.0,1.0
541,33102,0.0,0.0,1.0
542,33105,1.0,0.0,0.0
543,33106,0.0,0.0,1.0
544,33107,0.0,0.0,1.0
545,33201,0.0,0.0,1.0
546,33202,0.0,1.0,0.0
547,33204,1.0,0.0,0.0
548,33206,1.0,0.0,0.0
549,33208,1.0,0.0,0.0
550,33210,0.0,0.0,1.0
551,33211,0.0,0.0,1.0
552,33212,1.0,0.0,0.0
553,33213,0.0,0.0,1.0
554,33301,0.0,0.0,1.0
555,33304,0.0,0.0,1.0
556,33305,0.0,1.0,0.0
557,33306,0.0,0.0,1.0
558,33307,1.0,0.0,0.0
559,33308,1.0,0.0,0.0
560,33406,0.0,1.0,0.0
561,33408,0.0,0.0,1.0
562,33410,0.0,0.0,1.0
563,33411,0.0,0.0,1.0
564,33412,0.0,0.0,1.0
565,33413,0.0,0.0,1.0
566,34101,0.0,0.0,1.0
567,34102,0.0,1.0,0.0
568,34104,0.0,0.0,1.0
569,34105,0.0,0.0,1.0
570,34106,0.0,0.0,1.0
571,34107,0.0,1.0,0.0
572,34108,0.0,1.0,0.0
573,34109,0.0,0.0,1.0
574,34111,0.0,0.0,1.0
575,34112,0.0,0.0,1.0
576,34113,0.0,0.0,1.0
577,34114,0.0,0.0,1.0
578,34115,0.0,0.0,1.0
579,34116,0.0,1.0,0.0
580,34117,0.0,0.0,1.0
581,34118,0.0,0.0,1.0
582,34120,0.0,0.0,1.0
583,34122,0.0,0.0,1.0
584,34123,0.0,0.0,1.0
585,34124,0.0,0.0,1.0
586,34125,0.0,0.0,1.0
587,34126,0.0,0.0,1.0
588,34127,1.0,0.0,0.0
589,34130,0.0,1.0,0.0
590,34131,0.0,0.0,1.0
591,34132,0.0,0.0,1.0
592,34133,0.0,0.0,1.0
593,34134,0.0,0.0,1.0
594,35101,0.0,1.0,0.0
595,35102,0.0,0.0,1.0
596,35103,1.0,0.0,0.0
597,35104,0.0,0.0,1.0
598,35105,0.0,1.0,0.0
599,35107,0.0,0.0,1.0
600,35202,0.0,1.0,0.0
601,35203,0.0,1.0,0.0
602,35204,0.0,0.0,1.0
603,35205,0.0,0.0,1.0
604,35302,0.0,1.0,0.0
605,35303,0.0,0.0,1.0
606,35304,0.0,0.0,1.0
607,35305,0.0,0.0,1.0
608,35306,0.0,1.0,0.0
609,35402,0.0,1.0,0.0
610,35403,0.0,0.0,1.0
611,35405,0.0,0.0,1.0
612,35407,0.0,0.0,1.0
613,35408,0.0,0.0,1.0
614,35409,0.0,0.0,1.0
615,35504,0.0,0.0,1.0
616,35505,0.0,1.0,0.0
617,35506,0.0,1.0,0.0
618,35507,0.0,0.0,1.0
619,35512,0.0,0.0,1.0
620,35513,0.0,0.0,1.0
621,35520,0.0,0.0,1.0
622,35521,0.0,0.0,1.0
623,35522,0.0,0.0,1.0
624,35523,0.0,0.0,1.0
625,36103,0.0,1.0,0.0
626,36107,1.0,0.0,0.0
627,36110,0.0,0.0,1.0
628,36112,0.0,0.0,1.0
629,36113,0.0,0.0,1.0
630,36119,0.0,0.0,1.0
631,36121,0.0,0.0,1.0
632,36128,0.0,1.0,0.0
633,36130,0.0,0.0,1.0
634,36131,0.0,0.0,1.0
635,36132,1.0,0.0,0.0
636,36133,0.0,0.0,1.0
637,36134,0.0,0.0,1.0
638,36135,0.0,0.0,1.0
639,36136,0.0,0.0,1.0
640,36137,0.0,0.0,1.0
641,36138,0.0,0.0,1.0
642,36139,1.0,0.0,0.0
643,36140,0.0,0.0,1.0
644,36141,0.0,0.0,1.0
645,36142,0.0,0.0,1.0
646,36143,0.0,0.0,1.0
647,36144,0.0,0.0,1.0
648,36145,0.0,0.0,1.0
649,36146,0.0,1.0,0.0
650,36147,0.0,0.0,1.0
651,36148,1.0,0.0,0.0
652,36149,1.0,0.0,0.0
653,36150,0.0,0.0,1.0
654,36151,1.0,0.0,0.0
655,37101,0.0,1.0,0.0
656,37102,0.0,0.0,1.0
657,37103,0.0,1.0,0.0
658,37104,0.0,1.0,0.0
659,37105,0.0,0.0,1.0
660,37106,0.0,1.0,0.0
661,37107,0.0,0.0,1.0
662,37108,0.0,1.0,0.0
663,37109,0.0,0.0,1.0
664,37110,0.0,0.0,1.0
665,37201,0.0,1.0,0.0
666,37202,0.0,0.0,1.0
667,37203,1.0,0.0,0.0
668,37204,0.0,0.0,1.0
669,37206,0.0,0.0,1.0
670,37207,0.0,0.0,1.0
671,37209,0.0,0.0,1.0
672,37301,0.0,0.0,1.0
673,37302,0.0,0.0,1.0
674,37303,0.0,1.0,0.0
675,37304,1.0,0.0,0.0
676,37305,0.0,0.0,1.0
677,37306,0.0,0.0,1.0
678,37307,0.0,0.0,1.0
679,37309,0.0,0.0,1.0
680,37310,0.0,0.0,1.0
681,38101,0.0,0.0,1.0
682,38102,0.0,0.0,1.0
683,38103,0.0,1.0,0.0
684,38106,0.0,0.0,1.0
685,38108,0.0,1.0,0.0
686,38109,0.0,0.0,1.0
687,38110,0.0,0.0,1.0
688,38201,0.0,0.0,1.0
689,38202,0.0,1.0,0.0
690,38204,0.0,1.0,0.0
691,38205,0.0,0.0,1.0
692,38206,0.0,0.0,1.0
693,38208,0.0,0.0,1.0
694,38209,0.0,0.0,1.0
695,38210,0.0,0.0,1.0
696,38211,0.0,0.0,1.0
697,38301,0.0,1.0,0.0
698,38302,0.0,0.0,1.0
699,38303,0.0,1.0,0.0
700,38306,0.0,0.0,1.0
701,38307,0.0,0.0,1.0
702,38308,0.0,0.0,1.0
703,38309,0.0,0.0,1.0
704,38405,0.0,0.0,1.0
705,38408,0.0,0.0,1.0
706,38409,0.0,0.0,1.0
707,38411,0.0,0.0,1.0
708,38412,0.0,1.0,0.0
709,38413,0.0,0.0,1.0
710,38414,0.0,0.0,1.0
711,39101,0.0,0.0,1.0
712,39102,0.0,0.0,1.0
713,39103,0.0,0.0,1.0
714,39104,0.0,1.0,0.0
715,39105,0.0,0.0,1.0
716,39202,0.0,1.0,0.0
717,39203,0.0,0.0,1.0
718,39204,0.0,0.0,1.0
719,39205,0.0,0.0,1.0
720,39206,0.0,0.0,1.0
721,39302,0.0,0.0,1.0
722,39303,0.0,0.0,1.0
723,39304,1.0,0.0,0.0
724,39305,0.0,0.0,1.0
725,39306,0.0,0.0,1.0
726,39307,0.0,0.0,1.0
727,39401,0.0,0.0,1.0
728,39403,1.0,0.0,0.0
729,39404,0.0,0.0,1.0
730,39405,0.0,0.0,1.0
731,39406,0.0,0.0,1.0
732,39407,0.0,0.0,1.0
733,39504,0.0,0.0,1.0
734,39505,0.0,0.0,1.0
735,39506,1.0,0.0,0.0
736,39507,0.0,0.0,1.0
737,39508,1.0,0.0,0.0
738,39601,0.0,0.0,1.0
739,39605,0.0,0.0,1.0
740,39606,0.0,1.0,0.0
741,39607,0.0,0.0,1.0
742,40101,0.0,0.0,1.0
743,40102,0.0,0.0,1.0
744,40103,0.0,1.0,0.0
745,40104,0.0,1.0,0.0
746,40105,0.0,0.0,1.0
747,40106,0.0,1.0,0.0
748,40202,0.0,0.0,1.0
749,40203,1.0,0.0,0.0
750,40204,1.0,0.0,0.0
751,40205,1.0,0.0,0.0
752,40206,1.0,0.0,0.0
753,40207,0.0,0.0,1.0
754,40301,0.0,0.0,1.0
755,40302,0.0,0.0,1.0
756,40304,0.0,0.0,1.0
757,40305,0.0,0.0,1.0
758,40306,0.0,1.0,0.0
759,40307,0.0,0.0,1.0
760,40401,0.0,1.0,0.0
761,40402,1.0,0.0,0.0
762,40403,0.0,0.0,1.0
763,40405,0.0,0.0,1.0
764,40407,0.0,0.0,1.0
765,40408,1.0,0.0,0.0
766,40504,0.0,1.0,0.0
767,40505,0.0,1.0,0.0
768,40507,0.0,0.0,1.0
769,40508,0.0,0.0,1.0
770,40509,1.0,0.0,0.0
771,40510,0.0,1.0,0.0
772,41102,1.0,0.0,0.0
773,41103,0.0,0.0,1.0
774,41105,0.0,0.0,1.0
775,41106,0.0,0.0,1.0
776,41201,0.0,0.0,1.0
777,41202,0.0,0.0,1.0
778,41203,0.0,0.0,1.0
779,41204,1.0,0.0,0.0
780,41206,0.0,0.0,1.0
781,41301,0.0,0.0,1.0
782,41303,0.0,0.0,1.0
783,41305,0.0,0.0,1.0
784,41306,0.0,0.0,1.0
785,41307,0.0,1.0,0.0
786,41308,0.0,0.0,1.0
787,41309,0.0,0.0,1.0
788,41402,0.0,1.0,0.0
789,41403,0.0,1.0,0.0
790,41406,1.0,0.0,0.0
791,41408,0.0,0.0,1.0
792,41410,1.0,0.0,0.0
793,41411,0.0,0.0,1.0
794,41413,0.0,0.0,1.0
795,42101,1.0,0.0,0.0
796,42102,0.0,1.0,0.0
797,42103,0.0,1.0,0.0
798,42106,0.0,0.0,1.0
799,42109,0.0,0.0,1.0
800,42110,0.0,1.0,0.0
801,42115,0.0,0.0,1.0
802,42116,0.0,0.0,1.0
803,42117,0.0,1.0,0.0
804,42118,0.0,0.0,1.0
805,42119,0.0,0.0,1.0
806,42121,0.0,0.0,1.0
807,42126,0.0,0.0,1.0
808,42131,0.0,1.0,0.0
809,42132,1.0,0.0,0.0
810,42133,0.0,0.0,1.0
811,42134,0.0,0.0,1.0
812,42135,0.0,0.0,1.0
813,42136,0.0,0.0,1.0
814,42137,0.0,0.0,1.0
815,42138,0.0,0.0,1.0
816,42139,0.0,1.0,0.0
817,42140,0.0,1.0,0.0
818,42141,0.0,1.0,0.0
819,42142,0.0,0.0,1.0
820,42143,0.0,0.0,1.0
